Timestamp;load.avg_1_min;cpu.wait_perc;cpu.system_perc;mem.free_mb
1473186779.0;0.28;10.3;0.6;4268.0
1473186809.0;0.28;9.8;0.6;4269.0
1473186839.0;0.33;10.0;0.5;4269.0
1473186869.0;0.2;9.2;0.6;4270.0
1473186899.0;0.4;9.1;0.5;4269.0
1473186929.0;0.24;12.6;0.6;4269.0
1473186959.0;0.93;10.4;0.6;4269.0
1473186989.0;1.35;9.5;0.5;4269.0
1473187019.0;1.05;10.1;0.5;4267.0
1473187049.0;1.06;9.7;0.5;4269.0
1473187079.0;1.43;9.6;0.5;4269.0
1473187109.0;1.1;9.7;0.6;4269.0
1473187139.0;0.82;10.7;0.5;4269.0
1473187169.0;1.15;9.9;0.7;4268.0
1473187199.0;0.85;9.5;0.6;4269.0
1473187229.0;0.64;10.1;0.7;4268.0
1473187259.0;0.64;10.0;0.6;4269.0
1473187289.0;0.39;9.7;0.6;4268.0
1473187319.0;0.49;10.2;0.6;4269.0
1473187349.0;0.53;9.7;0.6;4268.0
1473187379.0;0.62;12.6;0.6;4268.0
1473187409.0;0.56;13.6;0.7;4267.0
1473187439.0;0.48;13.5;0.5;4269.0
1473187469.0;0.46;10.6;0.6;4268.0
1473187499.0;0.41;10.2;0.6;4268.0
1473187529.0;0.37;9.8;0.6;4268.0
1473187559.0;1.06;9.8;0.7;4269.0
1473187589.0;1.33;11.7;0.7;4269.0
1473187619.0;1.65;16.1;0.5;4269.0
1473187649.0;1.79;15.1;0.6;4267.0
1473187679.0;1.74;15.1;0.6;4268.0
1473187709.0;1.97;10.9;0.4;4269.0
1473187739.0;1.82;10.1;0.5;4269.0
1473187769.0;1.75;10.1;0.6;4268.0
1473187799.0;1.37;9.7;0.6;4269.0
1473187829.0;1.51;12.1;0.5;4269.0
1473187859.0;1.02;10.3;0.6;4269.0
1473187889.0;0.89;10.5;0.6;4268.0
1473187919.0;1.02;10.9;0.5;4268.0
1473187949.0;0.62;10.1;0.6;4266.0
1473187979.0;0.52;9.8;0.6;4268.0
1473188009.0;0.59;10.2;0.6;4268.0
1473188039.0;0.36;10.0;0.6;4268.0
1473188069.0;0.22;11.2;0.5;4268.0
1473188099.0;0.89;10.7;0.6;4268.0
1473188129.0;0.86;10.8;0.7999999999999999;4268.0
1473188159.0;0.58;10.6;0.6;4268.0
1473188189.0;0.63;10.6;0.6;4268.0
1473188219.0;1.17;11.2;0.6;4267.0
1473188249.0;1.34;10.6;0.7;4267.0
1473188279.0;1.24;11.9;0.5;4266.0
1473188309.0;1.54;13.6;0.6;4267.0
1473188339.0;1.17;13.5;0.5;4267.0
1473188369.0;1.34;11.1;0.6;4267.0
1473188399.0;1.17;10.8;0.6;4267.0
1473188429.0;0.81;10.3;0.5;4268.0
1473188459.0;0.65;10.8;0.6;4268.0
1473188489.0;0.75;11.7;0.5;4268.0
1473188519.0;1.01;12.9;0.5;4267.0
1473188549.0;0.73;13.5;0.5;4268.0
1473188579.0;0.94;11.7;0.6;4266.0
1473188609.0;0.99;10.6;0.5;4268.0
1473188639.0;0.6;10.7;0.5;4268.0
1473188669.0;0.67;10.4;0.6;4268.0
1473188699.0;0.69;10.6;0.7;4267.0
1473188729.0;0.52;11.8;0.6;4268.0
1473188759.0;0.38;12.9;0.5;4267.0
1473188789.0;0.66;11.4;0.6;4268.0
1473188819.0;1.25;10.4;0.5;4268.0
1473188849.0;1.55;10.5;0.6;4268.0
1473188879.0;1.72;10.8;0.5;4267.0
1473188909.0;1.58;10.5;0.5;4268.0
1473188939.0;1.63;10.7;0.6;4267.0
1473188969.0;1.66;10.5;0.6;4267.0
1473188999.0;1.49;10.0;0.5;4267.0
1473189029.0;1.29;10.1;0.5;4267.0
1473189059.0;1.23;9.9;0.6;4267.0
1473189089.0;1.29;10.2;0.5;4267.0
1473189119.0;1.08;10.4;0.4;4266.0
1473189149.0;0.65;9.8;0.6;4267.0
1473189179.0;0.56;10.8;0.6;4266.0
1473189209.0;0.5;11.6;0.4;4265.0
1473189239.0;0.44;10.3;0.5;4268.0
1473189269.0;0.35;10.2;0.4;4266.0
1473189299.0;0.32;12.3;0.6;4267.0
1473189329.0;0.61;15.3;0.5;4267.0
1473189359.0;0.37;11.6;0.5;4267.0
1473189389.0;0.37;10.5;0.5;4266.0
1473189419.0;0.58;12.6;0.5;4267.0
1473189449.0;0.79;13.1;0.5;4268.0
1473189479.0;1.27;13.5;0.6;4268.0
1473189509.0;1.56;13.8;0.4;4266.0
1473189539.0;1.32;13.8;0.6;4267.0
1473189569.0;1.15;13.2;0.6;4268.0
1473189599.0;1.33;11.4;0.4;4267.0
1473189629.0;1.44;10.8;0.5;4267.0
1473189659.0;1.56;13.3;0.5;4267.0
1473189689.0;1.78;13.1;0.5;4267.0
1473189719.0;1.58;13.5;0.5;4267.0
1473189749.0;1.18;11.9;0.5;4267.0
1473189779.0;0.72;10.3;0.5;4267.0
1473189809.0;0.59;10.7;0.5;4267.0
1473189839.0;0.74;10.4;0.5;4267.0
1473189869.0;0.45;12.0;0.5;4267.0
1473189899.0;0.94;13.7;0.5;4267.0
1473189929.0;0.73;11.4;0.4;4267.0
1473189959.0;0.44;10.5;0.5;4266.0
1473189989.0;0.41;10.7;0.6;4266.0
1473190019.0;0.25;10.6;0.5;4266.0
1473190049.0;0.26;10.5;0.5;4266.0
1473190079.0;0.78;10.3;0.4;4266.0
1473190109.0;1.31;13.1;0.5;4266.0
1473190139.0;1.45;13.3;0.5;4264.0
1473190169.0;1.4;11.7;0.6;4266.0
1473190199.0;1.76;9.9;0.6;4266.0
1473190229.0;1.85;9.9;0.5;4266.0
1473190259.0;1.91;9.8;0.5;4266.0
1473190289.0;1.42;9.9;0.5;4265.0
1473190319.0;1.24;10.9;0.4;4266.0
1473190349.0;1.1;11.8;0.6;4267.0
1473190379.0;1.22;10.6;0.5;4267.0
1473190409.0;1.05;10.6;0.6;4266.0
1473190439.0;0.64;10.8;0.5;4264.0
1473190469.0;0.54;10.6;0.6;4266.0
1473190499.0;0.33;10.4;0.4;4267.0
1473190529.0;0.44;10.6;0.4;4267.0
1473190559.0;0.27;11.3;0.5;4266.0
1473190589.0;0.16;10.4;0.6;4266.0
1473190619.0;0.1;10.5;0.5;4266.0
1473190649.0;0.17;10.9;0.6;4265.0
1473190679.0;0.49;10.6;0.5;4266.0
1473190709.0;1.02;10.4;0.4;4268.0
1473190739.0;1.41;10.8;0.4;4267.0
1473190769.0;1.48;11.7;0.5;4266.0
1473190799.0;1.14;13.1;0.5;4268.0
1473190829.0;1.25;13.2;0.7;4266.0
1473190859.0;1.55;11.7;0.6;4266.0
1473190889.0;1.44;10.4;0.6;4266.0
1473190919.0;1.7;10.8;0.5;4267.0
1473190949.0;1.29;10.9;0.4;4267.0
1473190979.0;1.17;12.0;0.5;4267.0
1473191009.0;1.29;15.5;0.5;4268.0
1473191039.0;1.3;14.5;0.4;4268.0
1473191069.0;0.79;11.8;0.5;4265.0
1473191099.0;0.74;10.8;0.4;4266.0
1473191129.0;0.68;10.4;0.7;4266.0
1473191159.0;0.54;10.6;0.5;4266.0
1473191189.0;0.49;10.6;0.5;4266.0
1473191219.0;0.56;11.0;0.4;4266.0
1473191249.0;0.44;13.3;0.6;4266.0
1473191279.0;0.92;13.2;0.6;4266.0
1473191309.0;0.81;10.3;0.5;4266.0
1473191339.0;1.22;10.5;0.4;4266.0
1473191369.0;1.37;10.6;0.5;4263.0
1473191399.0;1.23;10.5;0.5;4266.0
1473191429.0;1.09;10.3;0.4;4266.0
1473191459.0;1.38;12.3;0.5;4266.0
1473191489.0;1.36;13.4;0.5;4266.0
1473191519.0;1.33;13.4;0.5;4266.0
1473191549.0;1.05;11.9;0.6;4266.0
1473191579.0;0.99;10.1;0.6;4267.0
1473191609.0;1.24;9.8;0.7;4267.0
1473191639.0;0.87;9.9;0.5;4266.0
1473191669.0;0.78;10.0;0.5;4266.0
1473191699.0;0.71;13.1;0.5;4266.0
1473191729.0;0.74;13.6;0.5;4266.0
1473191759.0;0.75;13.5;0.4;4266.0
1473191789.0;0.72;13.6;0.6;4267.0
1473191819.0;0.74;13.8;0.5;4267.0
1473191849.0;0.45;13.0;0.5;4267.0
1473191879.0;0.42;10.3;0.5;4266.0
1473191909.0;0.88;11.3;0.4;4266.0
1473191939.0;0.89;12.0;0.5;4266.0
1473191969.0;1.17;9.9;0.5;4266.0
1473191999.0;1.49;9.8;0.4;4263.0
1473192029.0;1.69;10.0;0.5;4265.0
1473192059.0;1.65;9.8;0.5;4265.0
1473192089.0;1.79;9.9;0.5;4265.0
1473192119.0;1.71;10.0;0.5;4266.0
1473192149.0;1.19;13.0;0.5;4265.0
1473192179.0;1.51;13.7;0.5;4265.0
1473192181.0;1.51;19.1;8.5;4267.0
1473192211.0;1.15;12.1;0.6;4266.0
1473192241.0;0.81;10.8;0.5;4266.0
1473192271.0;0.85;10.6;0.5;4266.0
1473192301.0;0.74;10.4;0.5;4264.0
1473192331.0;0.57;10.9;0.5;4267.0
1473192361.0;0.6;11.6;0.5;4266.0
1473192391.0;0.36;12.1;0.5;4266.0
1473192421.0;0.49;10.6;0.5;4267.0
1473192451.0;0.5;10.8;0.4;4266.0
1473192481.0;0.3;10.4;0.5;4266.0
1473192511.0;0.34;10.4;0.5;4266.0
1473192541.0;0.75;10.9;0.6;4266.0
1473192571.0;0.97;10.3;0.5;4267.0
1473192601.0;1.38;11.2;0.5;4263.0
1473192631.0;1.31;10.6;0.5;4266.0
1473192661.0;1.03;10.8;0.5;4266.0
1473192691.0;1.33;10.6;0.4;4266.0
1473192721.0;1.59;13.0;0.6;4266.0
1473192751.0;1.83;10.7;0.5;4266.0
1473192781.0;1.64;10.8;0.6;4266.0
1473192811.0;1.26;11.0;0.5;4266.0
1473192841.0;1.24;12.1;0.5;4265.0
1473192871.0;1.01;9.9;0.5;4265.0
1473192901.0;0.61;9.7;0.5;4264.0
1473192931.0;0.75;9.9;0.4;4265.0
1473192961.0;0.89;10.3;0.5;4265.0
1473192991.0;0.78;9.6;0.5;4265.0
1473193021.0;0.47;10.0;0.5;4265.0
1473193051.0;0.58;12.1;0.4;4264.0
1473193081.0;0.64;12.7;0.5;4265.0
1473193111.0;0.39;11.9;0.5;4265.0
1473193141.0;0.34;9.9;0.6;4265.0
1473193171.0;0.66;9.8;0.4;4265.0
1473193201.0;1.07;9.8;0.5;4264.0
1473193231.0;1.44;10.4;0.7;4264.0
1473193262.0;1.55;10.3;0.5;4264.0
1473193291.0;1.72;13.4;0.5;4265.0
1473193321.0;1.79;13.4;0.4;4265.0
1473193351.0;1.79;13.9;0.5;4265.0
1473193381.0;1.53;13.5;0.5;4265.0
1473193411.0;1.56;13.2;0.6;4265.0
1473193441.0;1.63;12.9;0.4;4265.0
1473193471.0;1.58;11.9;0.5;4265.0
1473193501.0;1.33;10.0;0.5;4265.0
1473193531.0;0.95;9.9;0.6;4263.0
1473193561.0;1.1;15.0;0.4;4266.0
1473193591.0;0.67;14.8;0.5;4265.0
1473193621.0;0.68;14.4;0.6;4265.0
1473193651.0;0.84;14.5;0.5;4265.0
1473193682.0;0.51;14.6;0.5;4265.0
1473193711.0;0.37;14.8;0.5;4265.0
1473193741.0;0.58;15.3;0.6;4265.0
1473193771.0;0.35;15.2;0.5;4265.0
1473193802.0;1.07;15.4;0.5;4265.0
1473193831.0;1.06;15.4;0.5;4263.0
1473193862.0;1.32;13.5;0.5;4264.0
1473193891.0;1.16;10.0;0.5;4264.0
1473193922.0;1.48;9.3;0.5;4263.0
1473193951.0;1.51;11.1;0.6;4263.0
1473193982.0;1.77;12.9;0.5;4263.0
1473194011.0;1.73;9.9;0.4;4263.0
1473194042.0;1.83;10.1;0.6;4262.0
1473194071.0;1.63;9.8;0.5;4263.0
1473194102.0;1.37;10.0;0.5;4262.0
1473194131.0;0.99;9.8;0.5;4261.0
1473194162.0;0.7;9.9;0.5;4263.0
1473194191.0;0.73;12.5;0.5;4264.0
1473194222.0;0.8;13.4;0.4;4263.0
1473194251.0;0.61;12.3;0.5;4265.0
1473194282.0;0.68;9.9;0.5;4265.0
1473194311.0;0.41;10.0;0.6;4265.0
1473194342.0;0.37;10.1;0.5;4264.0
1473194371.0;0.23;10.8;0.5;4264.0
1473194402.0;0.59;14.8;0.5;4264.0
1473194431.0;1.15;13.2;0.5;4265.0
1473194462.0;1.48;8.8;0.5;4264.0
1473194491.0;1.57;9.2;0.5;4264.0
1473194522.0;1.34;8.9;0.5;4264.0
1473194551.0;1.25;9.2;0.5;4265.0
1473194582.0;1.55;9.3;0.5;4265.0
1473194611.0;1.78;9.3;0.6;4265.0
1473194642.0;1.68;11.2;0.6;4264.0
1473194671.0;1.81;12.3;0.4;4265.0
1473194702.0;1.1;9.0;0.5;4265.0
1473194731.0;0.8;9.2;0.5;4265.0
1473194762.0;0.48;9.1;0.5;4262.0
1473194792.0;0.55;9.0;0.5;4264.0
1473194822.0;0.33;9.4;0.5;4264.0
1473194852.0;0.34;9.4;0.5;4265.0
1473194882.0;0.51;12.9;0.5;4265.0
1473194912.0;0.43;12.1;0.6;4265.0
1473194942.0;0.26;9.3;0.4;4266.0
1473194972.0;0.26;9.5;0.4;4265.0
1473195002.0;0.16;9.4;0.4;4264.0
1473195032.0;0.7;9.1;0.6;4264.0
1473195062.0;1.21;9.2;0.5;4263.0
1473195092.0;1.18;11.7;0.5;4265.0
1473195122.0;1.5;12.4;0.5;4265.0
1473195152.0;1.39;12.1;0.6;4264.0
1473195182.0;1.41;9.1;0.5;4264.0
1473195212.0;1.15;9.7;0.5;4264.0
1473195242.0;1.36;13.2;0.5;4264.0
1473195272.0;1.32;9.0;0.4;4265.0
1473195302.0;1.07;8.9;0.5;4264.0
1473195332.0;0.89;12.5;0.4;4264.0
1473195362.0;0.84;12.2;0.5;4262.0
1473195392.0;0.75;8.9;0.5;4264.0
1473195422.0;0.59;9.5;0.5;4264.0
1473195452.0;0.53;9.2;0.6;4265.0
1473195482.0;0.43;9.4;0.4;4264.0
1473195512.0;0.37;9.4;0.5;4265.0
1473195542.0;0.34;10.5;0.6;4264.0
1473195572.0;0.21;9.4;0.6;4265.0
1473195602.0;0.13;9.3;0.4;4265.0
1473195632.0;0.19;9.1;0.5;4265.0
1473195662.0;0.17;9.4;0.5;4262.0
1473195692.0;0.65;9.3;0.4;4264.0
1473195722.0;0.93;8.9;0.5;4264.0
1473195752.0;1.25;9.0;0.5;4264.0
1473195782.0;1.15;12.1;0.5;4263.0
1473195812.0;1.49;9.4;0.4;4263.0
1473195842.0;1.59;9.0;0.4;4263.0
1473195872.0;1.51;9.1;0.5;4264.0
1473195902.0;1.24;9.3;0.5;4263.0
1473195932.0;1.38;8.8;0.5;4263.0
1473195962.0;1.58;9.1;0.6;4264.0
1473195992.0;1.22;11.1;0.4;4264.0
1473196022.0;0.9;12.8;0.5;4264.0
1473196052.0;1.19;13.3;0.4;4263.0
1473196082.0;0.82;15.2;0.5;4263.0
1473196112.0;0.5;14.2;0.4;4264.0
1473196142.0;0.61;9.0;0.5;4264.0
1473196172.0;0.61;9.3;0.6;4263.0
1473196202.0;0.37;9.4;0.5;4264.0
1473196232.0;0.22;11.5;0.6;4264.0
1473196262.0;0.72;9.6;0.5;4265.0
1473196292.0;0.75;9.5;0.4;4262.0
1473196322.0;0.87;9.0;0.5;4264.0
1473196352.0;1.19;9.0;0.5;4264.0
1473196382.0;1.35;9.4;0.5;4264.0
1473196412.0;1.1;9.3;0.4;4264.0
1473196442.0;1.07;10.2;0.5;4263.0
1473196472.0;1.34;12.9;0.5;4264.0
1473196502.0;1.6;12.6;0.6;4264.0
1473196532.0;1.36;8.8;0.5;4264.0
1473196562.0;1.22;8.9;0.6;4264.0
1473196592.0;0.85;9.6;0.4;4262.0
1473196622.0;0.51;9.4;0.6;4263.0
1473196652.0;0.31;9.3;0.5;4264.0
1473196682.0;0.46;11.8;0.7;4264.0
1473196712.0;0.28;12.8;0.4;4263.0
1473196742.0;0.17;9.1;0.6;4263.0
1473196772.0;0.22;8.7;0.5;4262.0
1473196802.0;0.13;9.3;0.6;4263.0
1473196832.0;0.08;9.4;0.5;4262.0
1473196862.0;0.2;9.3;0.6;4262.0
1473196892.0;0.34;9.9;0.5;4261.0
1473196922.0;0.8;9.4;0.5;4263.0
1473196952.0;1.27;9.1;0.6;4262.0
1473196982.0;1.56;9.1;0.6;4263.0
1473197012.0;1.24;9.5;0.5;4262.0
1473197042.0;0.89;9.2;0.6;4263.0
1473197072.0;0.99;8.9;0.4;4263.0
1473197102.0;1.52;9.0;0.5;4263.0
1473197132.0;1.71;12.0;0.5;4263.0
1473197162.0;1.88;13.0;0.6;4263.0
1473197192.0;1.8;13.2;0.5;4264.0
1473197222.0;1.31;12.6;0.5;4263.0
1473197252.0;1.31;13.1;0.5;4263.0
1473197282.0;0.93;12.6;0.5;4263.0
1473197312.0;0.7;9.3;0.6;4264.0
1473197342.0;0.55;9.2;0.5;4263.0
1473197372.0;0.33;12.9;0.4;4264.0
1473197402.0;0.7;13.2;0.5;4263.0
1473197432.0;0.57;9.1;0.4;4263.0
1473197462.0;0.35;9.3;0.5;4263.0
1473197492.0;0.21;9.0;0.6;4261.0
1473197522.0;0.2;9.1;0.5;4263.0
1473197552.0;0.8;9.3;0.4;4263.0
1473197582.0;1.11;10.8;0.7;4263.0
1473197612.0;1.38;12.8;0.6;4263.0
1473197642.0;1.59;9.3;0.5;4263.0
1473197672.0;1.3;9.1;0.7;4263.0
1473197702.0;1.14;9.3;0.5;4263.0
1473197732.0;1.08;9.9;0.6;4263.0
1473197762.0;1.37;14.5;0.6;4262.0
1473197792.0;1.1;9.4;0.6;4262.0
1473197822.0;1.29;12.5;0.5;4260.0
1473197852.0;1.65;13.0;0.5;4263.0
1473197882.0;1.42;9.2;0.5;4262.0
1473197912.0;0.98;9.4;0.5;4262.0
1473197942.0;0.74;9.3;0.6;4262.0
